NO_OF_FRAMES	79
NO_OF_CAMERAS	18
NO_OF_MARKERS	72
FREQUENCY	200
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2019-09-24, 12:44:40.077	1822681.23743874
DATA_INCLUDED	3D
MARKER_NAMES	LPSIS	RPSIS	LICR	RICR	LASIS	RASIS	RUA1	RUA2	RUA3	RUA4	RHLE	RHME	RTEMP	RHEAD	LHEAD	LTEMP	RACR	LACR	LUA1	LUA2	LUA3	LUA4	LHLE	LHME	STER	XPRO	C7	T4	T8	T10	LFA1	LFA2	LFA3	LRSP	LUSP	RFA1	RFA2	RFA3	RRSP	RUSP	LTH1	LTH2	LTH3	LTH4	LFLE	LFME	LSK1	LSK2	LSK3	LSK4	LTAM	LFAL	LFCC	LFMT1	LFMT2	LFMT5	RTH1	RTH2	RTH3	RTH4	RFLE	RFME	RSK1	RSK2	RSK3	RSK4	RFAL	RTAM	RFCC	RFMT1	RFMT2	RFMT5
1036.710	166.444	911.502	1038.675	269.714	911.150	1011.146	91.372	951.192	1019.392	339.824	946.601	808.078	89.781	839.425	821.941	375.697	832.838	981.653	450.378	1120.326	975.127	504.976	1171.972	951.525	560.125	1128.050	953.385	513.960	1069.386	935.176	567.421	1070.289	880.316	547.721	1046.593	847.899	268.838	1455.999	813.200	240.843	1472.849	815.972	159.309	1472.068	854.531	130.991	1440.848	936.761	375.646	1297.237	947.803	51.727	1288.216	967.876	-68.851	1204.661	1008.872	-42.047	1147.210	991.277	-103.686	1089.075	950.020	-130.156	1145.151	957.973	-136.343	1084.865	924.268	-107.792	1037.822	861.762	217.273	1243.786	781.987	230.719	1040.806	986.091	211.410	1320.643	1031.194	214.471	1237.809	1035.935	220.960	1105.256	1022.203	224.057	1061.926	978.411	-323.970	1041.528	1001.928	-306.402	1005.907	971.451	-338.770	1011.368	920.144	-359.252	1008.855	953.873	-344.767	954.700	972.495	721.983	1019.617	938.579	740.844	1044.569	944.173	756.236	1013.762	911.691	792.632	995.131	938.485	762.230	948.173	847.561	52.847	608.222	896.612	40.799	607.606	908.383	61.164	501.864	845.455	72.997	507.753	877.987	93.714	428.798	893.444	200.042	418.256	905.240	63.325	313.607	965.418	50.813	325.238	983.683	50.726	239.133	920.393	61.604	231.809	937.181	145.469	64.175	950.735	71.204	67.715	1001.311	103.936	28.848	819.466	132.320	27.678	815.360	92.974	30.383	849.107	44.537	21.944	913.521	414.734	617.406	858.127	405.053	596.672	860.363	392.643	510.588	924.316	398.811	516.508	879.615	370.136	438.276	886.809	267.584	417.165	973.089	408.912	331.517	914.347	411.213	338.449	932.969	412.985	231.080	993.999	412.110	250.896	956.164	408.046	65.998	943.400	332.650	62.325	1016.462	375.741	23.854	828.355	359.403	20.809	826.716	401.204	29.495	864.587	446.925	22.809
1036.734	166.429	911.494	1038.706	269.693	911.156	1011.132	91.334	951.166	1019.397	339.761	946.644	808.063	89.820	839.420	821.972	375.669	832.832	981.681	450.376	1120.297	975.183	504.976	1171.965	951.581	560.076	1128.076	953.439	513.939	1069.378	935.204	567.417	1070.346	880.336	547.736	1046.632	847.937	268.779	1455.955	813.234	240.775	1472.807	815.972	159.240	1472.092	854.544	130.970	1440.797	936.812	375.590	1297.226	947.805	51.657	1288.174	967.875	-68.912	1204.621	1008.868	-42.112	1147.205	991.275	-103.737	1089.081	950.020	-130.185	1145.112	957.920	-136.394	1084.822	924.233	-107.756	1037.796	861.806	217.277	1243.781	781.942	230.737	1040.846	986.105	211.396	1320.652	1031.184	214.406	1237.787	1035.948	220.930	1105.238	1022.172	224.045	1061.887	978.396	-323.985	1041.491	1001.909	-306.432	1005.858	971.445	-338.809	1011.367	920.126	-359.312	1008.837	953.891	-344.817	954.689	972.532	721.973	1019.660	938.624	740.878	1044.579	944.175	756.292	1013.776	911.719	792.684	995.192	938.498	762.201	948.211	847.542	52.870	608.252	896.624	40.835	607.589	908.350	61.141	501.871	845.440	72.976	507.763	877.999	93.675	428.811	893.627	200.001	418.241	905.242	63.339	313.583	965.432	50.834	325.215	983.681	50.668	239.120	920.406	61.612	231.824	937.082	145.490	64.110	950.732	71.153	67.711	1001.310	103.981	28.870	819.459	132.360	27.675	815.367	92.997	30.366	849.108	44.531	21.994	913.519	414.694	617.416	858.159	405.047	596.636	860.385	392.631	510.605	924.338	398.850	516.529	879.614	370.147	438.299	886.826	267.495	417.180	973.087	408.938	331.532	914.362	411.237	338.450	932.986	413.033	231.076	993.992	412.074	250.879	956.156	408.067	65.994	943.400	332.655	62.396	1016.458	375.802	23.878	828.354	359.421	20.784	826.699	401.219	29.446	864.601	446.958	22.814
1036.709	166.319	911.495	1038.670	269.709	911.212	1011.129	91.261	951.130	1019.458	339.723	946.463	808.097	89.805	839.421	821.999	375.685	832.820	981.713	450.317	1120.319	975.212	504.939	1171.988	951.629	560.069	1128.061	953.452	513.901	1069.411	935.255	567.399	1070.394	880.363	547.725	1046.677	847.988	268.733	1455.918	813.261	240.756	1472.814	816.019	159.198	1472.071	854.557	130.925	1440.846	936.891	375.578	1297.220	947.801	51.623	1288.145	967.875	-68.959	1204.607	1008.865	-42.152	1147.161	991.279	-103.772	1089.028	950.016	-130.213	1145.060	957.905	-136.385	1084.793	924.245	-107.830	1037.744	861.835	217.205	1243.770	781.972	230.743	1040.732	986.129	211.312	1320.611	1031.241	214.372	1237.755	1035.973	220.856	1105.217	1022.183	224.020	1061.865	978.399	-324.006	1041.439	1001.902	-306.450	1005.820	971.433	-338.880	1011.286	920.141	-359.300	1008.795	953.859	-344.821	954.648	972.576	721.967	1019.677	938.646	740.847	1044.631	944.229	756.290	1013.857	911.731	792.632	995.235	938.531	762.211	948.258	847.546	52.871	608.183	896.609	40.823	607.601	908.363	61.138	501.873	845.440	73.044	507.720	877.987	93.704	428.807	893.563	200.027	418.186	905.269	63.356	313.582	965.437	50.827	325.194	983.708	50.696	239.108	920.423	61.614	231.785	937.083	145.505	64.150	950.732	71.179	67.657	1001.308	104.012	28.860	819.483	132.379	27.664	815.354	93.025	30.376	849.107	44.507	21.928	913.638	414.635	617.395	858.188	404.996	596.637	860.408	392.622	510.575	924.347	398.867	516.527	879.656	370.155	438.262	886.830	267.488	417.137	973.107	408.916	331.512	914.384	411.228	338.442	933.005	413.039	231.092	994.017	412.098	250.888	956.175	408.088	65.977	943.441	332.628	62.340	1016.470	375.762	23.840	828.376	359.402	20.788	826.699	401.203	29.464	864.597	446.917	22.799
1036.716	166.316	911.492	1038.725	269.611	911.159	1011.110	91.238	951.172	1019.428	339.705	946.594	808.094	89.794	839.423	822.018	375.726	832.819	981.732	450.214	1120.379	975.281	504.955	1171.983	951.671	560.042	1128.078	953.480	513.880	1069.401	935.307	567.342	1070.429	880.428	547.687	1046.687	847.966	268.618	1455.893	813.304	240.668	1472.787	816.038	159.149	1472.055	854.559	130.871	1440.813	936.923	375.535	1297.193	947.813	51.614	1288.141	967.866	-68.990	1204.590	1008.897	-42.200	1147.161	991.299	-103.774	1088.994	949.992	-130.281	1145.066	957.918	-136.451	1084.776	924.292	-107.862	1037.675	861.870	217.226	1243.765	782.030	230.764	1040.729	986.179	211.236	1320.622	1031.247	214.298	1237.773	1035.588	220.838	1105.164	1022.138	223.969	1061.898	978.404	-324.030	1041.420	1001.907	-306.454	1005.790	971.419	-338.845	1011.312	920.157	-359.351	1008.770	953.862	-344.845	954.634	972.599	721.968	1019.729	938.682	740.863	1044.660	944.251	756.262	1013.863	911.783	792.639	995.270	938.599	762.199	948.275	847.534	52.848	608.200	896.610	40.792	607.599	908.369	61.120	501.833	845.460	73.033	507.694	878.005	93.676	428.812	893.593	200.058	418.104	905.275	63.346	313.552	965.453	50.836	325.208	983.722	50.697	239.112	920.405	61.596	231.766	937.133	145.445	63.931	950.718	71.158	67.691	1001.299	103.982	28.880	819.486	132.500	27.645	815.349	93.045	30.367	849.102	44.511	21.948	913.676	414.598	617.376	858.226	405.063	596.691	860.455	392.632	510.595	924.409	398.845	516.495	879.705	370.210	438.199	886.902	267.500	417.139	973.124	408.950	331.512	914.397	411.225	338.453	933.025	413.010	231.072	994.041	412.096	250.859	956.185	408.096	65.974	943.445	332.628	62.399	1016.459	375.829	23.837	828.360	359.454	20.778	826.685	401.248	29.467	864.586	446.952	22.800
1036.749	166.272	911.512	1038.707	269.635	911.236	1011.094	91.212	951.132	1019.523	339.667	946.557	808.090	89.818	839.360	822.029	375.648	832.804	981.767	450.216	1120.345	975.322	504.822	1172.004	951.721	560.007	1128.111	953.511	513.847	1069.442	935.343	567.280	1070.471	880.463	547.719	1046.694	847.979	268.602	1455.904	813.297	240.554	1472.775	816.080	159.149	1471.981	854.563	130.791	1440.827	936.995	375.477	1297.224	947.824	51.535	1288.118	967.852	-69.062	1204.564	1008.896	-42.296	1147.137	991.328	-103.840	1088.984	949.984	-130.284	1145.005	957.925	-136.488	1084.784	924.335	-107.888	1037.670	861.898	217.185	1243.744	782.029	230.767	1040.746	986.189	211.178	1320.615	1031.285	214.264	1237.743	1035.627	220.840	1105.143	1022.162	223.927	1061.879	978.401	-324.055	1041.403	1001.893	-306.503	1005.756	971.439	-338.875	1011.288	920.122	-359.359	1008.769	953.883	-344.885	954.655	972.657	721.976	1019.785	938.713	740.846	1044.692	944.290	756.259	1013.934	911.793	792.658	995.343	938.648	762.210	948.319	847.511	52.881	608.185	896.628	40.815	607.581	908.351	61.122	501.860	845.468	73.021	507.719	878.013	93.669	428.772	893.643	200.025	418.092	905.278	63.344	313.565	965.460	50.823	325.222	983.733	50.722	239.084	920.426	61.617	231.779	937.136	145.505	64.089	950.747	71.114	67.733	1001.286	104.008	28.886	819.473	132.441	27.620	815.325	93.072	30.369	849.092	44.523	21.942	913.701	414.605	617.358	858.264	405.023	596.705	860.476	392.601	510.581	924.425	398.828	516.491	879.701	370.112	438.232	886.907	267.506	417.073	973.126	408.941	331.527	914.412	411.210	338.463	933.031	413.049	231.081	994.043	412.075	250.856	956.196	408.051	65.949	943.422	332.651	62.352	1016.460	375.798	23.881	828.355	359.435	20.822	826.677	401.281	29.419	864.592	446.937	22.793
1036.731	166.271	911.522	1038.743	269.583	911.210	1011.085	91.156	951.147	1019.529	339.602	946.573	808.084	89.776	839.374	822.044	375.627	832.804	981.797	450.170	1120.364	975.390	504.821	1172.047	951.791	559.985	1128.147	953.575	513.898	1069.457	935.391	567.263	1070.530	880.497	547.689	1046.727	848.031	268.533	1455.902	813.288	240.591	1472.779	816.058	159.066	1471.962	854.626	130.755	1440.839	937.029	375.423	1297.251	947.817	51.495	1288.077	967.859	-69.110	1204.544	1008.906	-42.343	1147.151	991.361	-103.941	1088.967	949.962	-130.350	1144.991	957.938	-136.541	1084.729	924.393	-107.932	1037.647	861.932	217.189	1243.743	782.077	230.799	1040.724	986.209	211.186	1320.632	1031.293	214.202	1237.735	1035.602	220.813	1105.104	1022.168	223.920	1061.879	978.389	-324.088	1041.374	1001.883	-306.558	1005.744	971.399	-338.928	1011.269	920.126	-359.416	1008.740	953.859	-344.932	954.616	972.680	722.006	1019.858	938.743	740.808	1044.779	944.301	756.249	1013.983	911.818	792.602	995.348	938.698	762.171	948.375	847.532	52.852	608.161	896.604	40.768	607.582	908.354	61.103	501.858	845.451	72.990	507.729	878.029	93.639	428.787	893.606	200.012	418.134	905.290	63.291	313.568	965.468	50.809	325.206	983.738	50.709	239.080	920.438	61.615	231.743	937.144	145.495	64.117	950.732	71.171	67.685	1001.283	103.981	28.881	819.466	132.462	27.602	815.342	93.110	30.332	849.086	44.512	21.972	913.679	414.662	617.396	858.301	405.000	596.710	860.498	392.570	510.587	924.435	398.804	516.506	879.693	370.191	438.296	886.896	267.495	417.101	973.164	408.873	331.505	914.426	411.192	338.461	933.027	413.026	231.092	994.062	412.104	250.862	956.202	408.098	65.969	943.419	332.605	62.337	1016.458	375.782	23.875	828.365	359.415	20.777	826.691	401.241	29.429	864.598	446.967	22.787
1036.721	166.253	911.516	1038.748	269.530	911.227	1011.090	91.117	951.139	1019.574	339.567	946.567	808.072	89.779	839.375	822.056	375.603	832.794	981.843	450.139	1120.411	975.421	504.784	1172.040	951.811	559.952	1128.192	953.604	513.839	1069.464	935.400	567.145	1070.606	880.554	547.682	1046.744	848.020	268.500	1455.913	813.315	240.572	1472.756	816.101	158.975	1472.015	854.602	130.717	1440.822	937.069	375.399	1297.246	947.853	51.454	1288.096	967.838	-69.184	1204.531	1008.929	-42.389	1147.163	991.370	-103.949	1088.962	949.958	-130.400	1144.961	957.930	-136.560	1084.748	924.385	-107.972	1037.593	861.955	217.126	1243.744	782.044	230.752	1040.720	986.228	211.119	1320.623	1031.320	214.180	1237.755	1035.632	220.787	1105.079	1022.176	223.849	1061.852	978.403	-324.108	1041.369	1001.898	-306.645	1005.732	971.413	-338.948	1011.291	920.115	-359.452	1008.736	953.889	-344.972	954.615	972.724	721.973	1019.920	938.766	740.844	1044.837	944.364	756.239	1014.073	911.865	792.605	995.394	938.751	762.192	948.417	847.533	52.831	608.183	896.598	40.743	607.586	908.359	61.094	501.864	845.462	72.966	507.729	878.044	93.654	428.784	893.613	200.043	418.110	905.310	63.308	313.588	965.474	50.803	325.208	983.740	50.668	239.118	920.441	61.604	231.761	937.168	145.359	63.831	950.756	71.127	67.713	1001.269	103.986	28.890	819.467	132.538	27.612	815.319	93.110	30.341	849.072	44.518	21.971	913.749	414.573	617.354	858.300	405.011	596.690	860.556	392.573	510.573	924.461	398.798	516.501	879.743	370.162	438.330	887.003	267.425	417.107	973.158	408.876	331.526	914.449	411.159	338.471	933.042	413.013	231.101	994.054	412.041	250.867	956.201	408.111	66.009	943.417	332.638	62.301	1016.457	375.743	23.852	828.357	359.480	20.730	826.721	401.244	29.471	864.601	446.954	22.775
1036.740	166.165	911.547	1038.781	269.529	911.240	1011.106	91.110	951.182	1019.562	339.535	946.583	808.062	89.720	839.351	822.088	375.608	832.801	981.854	450.148	1120.448	975.495	504.731	1172.110	951.861	559.928	1128.231	953.606	513.814	1069.499	935.479	567.196	1070.648	880.579	547.632	1046.843	848.056	268.487	1455.934	813.321	240.484	1472.769	816.123	158.948	1471.990	854.619	130.636	1440.819	937.117	375.356	1297.275	947.856	51.404	1288.064	967.818	-69.205	1204.527	1008.943	-42.424	1147.151	991.382	-104.017	1088.974	949.941	-130.441	1144.976	957.963	-136.620	1084.737	924.454	-108.000	1037.602	862.002	217.099	1243.740	782.089	230.721	1040.728	986.250	211.083	1320.615	1031.328	214.144	1237.723	1035.642	220.760	1105.076	1022.169	223.846	1061.867	978.397	-324.156	1041.351	1001.899	-306.657	1005.705	971.434	-338.950	1011.214	920.128	-359.478	1008.735	953.901	-345.033	954.627	972.757	722.025	1020.033	938.799	740.853	1044.924	944.394	756.234	1014.160	911.886	792.608	995.494	938.829	762.172	948.502	847.558	52.817	608.179	896.598	40.763	607.578	908.335	61.068	501.889	845.465	72.912	507.768	878.053	93.655	428.821	893.615	199.984	418.132	905.341	63.279	313.558	965.506	50.779	325.203	983.768	50.674	239.099	920.466	61.602	231.759	937.181	145.469	64.175	950.747	71.252	67.621	1001.264	103.969	28.897	819.477	132.550	27.590	815.294	93.157	30.387	849.074	44.504	21.987	913.757	414.566	617.409	858.351	404.980	596.700	860.567	392.562	510.594	924.479	398.785	516.500	879.753	370.171	438.367	886.958	267.408	417.138	973.164	408.879	331.542	914.473	411.162	338.486	933.050	412.963	231.086	994.073	412.058	250.846	956.167	408.106	66.004	943.391	332.638	62.340	1016.432	375.729	23.869	828.361	359.464	20.751	826.704	401.239	29.455	864.606	446.945	22.777
1036.757	166.157	911.586	1038.800	269.480	911.242	1011.077	91.076	951.163	1019.604	339.473	946.571	808.077	89.725	839.358	822.125	375.608	832.819	981.928	450.152	1120.466	975.527	504.794	1172.148	951.930	559.901	1128.260	953.674	513.816	1069.511	935.527	567.169	1070.714	880.632	547.605	1046.853	848.078	268.418	1455.911	813.342	240.339	1472.750	816.152	158.886	1472.030	854.679	130.622	1440.819	937.165	375.302	1297.300	947.894	51.355	1288.053	967.804	-69.261	1204.506	1008.951	-42.474	1147.201	991.405	-104.084	1088.980	949.935	-130.465	1144.959	957.979	-136.691	1084.720	924.511	-108.060	1037.621	862.028	217.092	1243.765	782.109	230.706	1040.803	986.279	211.016	1320.624	1031.364	214.083	1237.743	1035.612	220.689	1105.080	1022.101	223.803	1061.888	978.410	-324.180	1041.324	1001.895	-306.677	1005.679	971.428	-338.973	1011.205	920.140	-359.507	1008.729	953.882	-345.049	954.619	972.808	722.051	1020.122	938.838	740.843	1044.977	944.416	756.261	1014.232	911.945	792.578	995.512	938.898	762.221	948.603	847.543	52.823	608.187	896.626	40.753	607.581	908.367	61.008	501.891	845.452	72.941	507.778	878.051	93.612	428.792	893.590	199.992	418.161	905.339	63.277	313.571	965.534	50.802	325.207	983.783	50.670	239.102	920.467	61.559	231.788	937.136	145.505	64.089	950.758	71.184	67.711	1001.275	104.011	28.893	819.477	132.595	27.595	815.295	93.121	30.371	849.075	44.486	22.004	913.819	414.512	617.380	858.359	404.939	596.715	860.590	392.557	510.586	924.516	398.764	516.533	879.790	370.135	438.205	886.953	267.410	417.151	973.175	408.849	331.562	914.476	411.151	338.510	933.061	412.992	231.096	994.069	412.016	250.840	956.193	408.086	65.981	943.413	332.594	62.398	1016.440	375.726	23.867	828.383	359.453	20.778	826.703	401.228	29.468	864.596	446.963	22.791
1036.769	166.109	911.556	1038.792	269.417	911.246	1011.072	91.015	951.177	1019.616	339.489	946.620	808.099	89.717	839.358	822.150	375.607	832.835	981.955	450.107	1120.531	975.581	504.696	1172.152	951.975	559.899	1128.312	953.693	513.797	1069.537	935.557	567.159	1070.807	880.665	547.633	1046.914	848.151	268.260	1455.889	813.394	240.404	1472.773	816.170	158.848	1471.980	854.688	130.583	1440.827	937.193	375.251	1297.283	947.918	51.311	1288.052	967.808	-69.314	1204.499	1008.995	-42.543	1147.193	991.440	-104.172	1088.997	949.926	-130.511	1144.952	957.974	-136.711	1084.715	924.591	-108.099	1037.596	862.055	217.106	1243.744	782.103	230.616	1040.796	986.306	210.981	1320.636	1031.399	214.024	1237.750	1035.719	220.652	1105.099	1022.163	223.796	1061.907	978.423	-324.235	1041.330	1001.911	-306.720	1005.660	971.464	-339.107	1011.274	920.151	-359.541	1008.721	953.912	-345.122	954.639	972.843	722.025	1020.199	938.855	740.842	1045.068	944.473	756.272	1014.327	911.985	792.605	995.592	938.949	762.144	948.658	847.557	52.848	608.155	896.615	40.751	607.569	908.353	61.045	501.904	845.475	72.936	507.736	878.064	93.593	428.803	893.517	199.951	418.313	905.339	63.247	313.590	965.549	50.772	325.199	983.817	50.716	239.100	920.504	61.583	231.787	937.225	145.494	64.125	950.748	71.138	67.703	1001.278	103.982	28.904	819.493	132.551	27.553	815.284	93.139	30.362	849.080	44.477	21.992	913.872	414.482	617.399	858.405	404.961	596.715	860.609	392.550	510.617	924.527	398.743	516.529	879.798	370.208	438.354	887.007	267.431	417.127	973.198	408.838	331.597	914.495	411.184	338.530	933.068	412.987	231.119	994.093	412.045	250.885	956.159	408.092	66.012	943.417	332.623	62.375	1016.446	375.709	23.870	828.380	359.426	20.794	826.705	401.240	29.478	864.601	446.942	22.820
